% number of nodes
39
% number of vehicles
7
% for each vehicle: vehicle index, home node, starting time, capacity
1,8,102,13200
2,13,72,13200
3,31,49,16500
4,14,0,16500
5,12,0,24000
6,12,0,24000
7,27,39,5800
% number of calls
35
% for each vehicle, vehicle index, and then a list of calls that can be transported using that vehicle
1,1,2,4,8,9,10,11,12,13,14,17,18,20,21,22,24,26,27,28,29,30,31,33,35
2,1,2,4,5,8,9,10,11,12,13,14,17,18,20,21,22,23,24,26,27,29,30,31,33,34,35
3,1,2,3,4,5,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,29,30,31,32,33,34,35
4,1,2,3,4,5,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
5,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
6,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
7,1,8,12,13,14,18,21,28,29,31,35
% for each call: call index, origin node, destination node, size, cost of not transporting, lb tw pu, ub tw pu, lb tw d, ub tw d
1,10,38,3838,486864,981,1053,981,1501
2,29,17,7822,867452,852,924,852,1417
3,17,39,15456,573117,184,256,184,779
4,29,27,12362,571695,1248,1320,1248,1790
5,4,34,3136,269649,123,195,123,577
6,11,35,5682,450486,0,72,0,624
7,31,36,2330,512866,12,84,12,506
8,30,36,4364,592380,606,678,606,1336
9,1,17,9121,360621,1160,1232,1160,1576
10,34,8,10786,565067,536,608,536,1167
11,11,34,9567,372154,667,739,667,1099
12,10,14,5315,525320,151,223,151,947
13,29,36,5016,602162,199,271,199,708
14,29,27,2639,406999,637,709,637,1204
15,30,34,15891,488559,948,1020,948,1510
16,33,36,14908,328658,406,478,406,874
17,33,34,12383,452354,243,315,243,721
18,31,37,5193,636144,310,382,310,888
19,30,37,6711,1076675,16,88,16,666
20,4,6,10132,598184,757,829,757,1294
21,14,19,4421,308776,118,190,118,554
22,30,27,10542,538145,591,663,591,1089
23,12,1,11485,527497,67,139,67,551
24,29,35,7054,471006,693,765,693,1543
25,1,39,14539,783125,82,154,82,619
26,10,38,10285,522062,1166,1238,1166,1676
27,6,12,7463,472249,907,979,907,1390
28,24,1,2421,384218,54,126,54,457
29,11,34,2934,426236,465,537,465,1327
30,10,35,9638,620211,414,486,414,978
31,10,37,3299,538409,1104,1176,1104,1670
32,29,12,14049,524063,960,1032,960,1422
33,9,5,11410,596814,820,892,820,1324
34,31,37,9428,520594,60,132,60,801
35,33,39,2377,351367,426,498,426,840
% travel times and costs: vehicle, origin node, destination node, travel time (in minutes), travel cost (in Euro)
2,26,1,27,18076
3,26,1,25,14629
4,26,1,25,14629
5,26,1,30,20048
6,26,1,30,20048
7,26,1,27,9271
1,26,2,50,34134
2,26,2,50,34134
3,26,2,47,27624
4,26,2,47,27624
5,26,2,57,37858
6,26,2,57,37858
7,26,2,50,17507
1,26,3,12,8073
2,26,3,12,8073
3,26,3,11,6533
4,26,3,11,6533
5,26,3,13,8953
6,26,3,13,8953
7,26,3,12,4140
1,26,4,113,76891
2,26,4,113,76891
3,26,4,105,62228
4,26,4,105,62228
5,26,4,127,85281
6,26,4,127,85281
7,26,4,113,39437
1,26,5,46,31103
2,26,5,46,31103
3,26,5,43,25172
4,26,5,43,25172
5,26,5,52,34497
6,26,5,52,34497
7,26,5,46,15953
1,26,6,11,7783
2,26,6,11,7783
3,26,6,11,6299
4,26,6,11,6299
5,26,6,13,8633
6,26,6,13,8633
7,26,6,11,3992
1,26,7,8,5417
2,26,7,8,5417
3,26,7,7,4384
4,26,7,7,4384
5,26,7,9,6009
6,26,7,9,6009
7,26,7,8,2779
1,26,8,30,20103
2,26,8,30,20103
3,26,8,28,16269
4,26,8,28,16269
5,26,8,33,22297
6,26,8,33,22297
7,26,8,30,10311
1,26,9,75,50622
2,26,9,75,50622
3,26,9,69,40968
4,26,9,69,40968
5,26,9,84,56146
6,26,9,84,56146
7,26,9,75,25964
1,26,10,96,64865
2,26,10,96,64865
3,26,10,89,52495
4,26,10,89,52495
5,26,10,108,71943
6,26,10,108,71943
7,26,10,96,33269
1,26,11,89,60542
2,26,11,89,60542
3,26,11,83,48997
4,26,11,83,48997
5,26,11,100,67148
6,26,11,100,67148
7,26,11,89,31052
1,26,12,43,28855
2,26,12,43,28855
3,26,12,40,23353
4,26,12,40,23353
5,26,12,48,32004
6,26,12,48,32004
7,26,12,43,14800
1,26,13,38,25628
2,26,13,38,25628
3,26,13,35,20740
4,26,13,35,20740
5,26,13,42,28424
6,26,13,42,28424
7,26,13,38,13144
1,26,14,6,4173
2,26,14,6,4173
3,26,14,6,3377
4,26,14,6,3377
5,26,14,7,4629
6,26,14,7,4629
7,26,14,6,2140
1,26,15,20,13790
2,26,15,20,13790
3,26,15,19,11160
4,26,15,19,11160
5,26,15,23,15294
6,26,15,23,15294
7,26,15,20,7073
1,26,16,9,6296
2,26,16,9,6296
3,26,16,9,5096
4,26,16,9,5096
5,26,16,10,6983
6,26,16,10,6983
7,26,16,9,3229
1,26,17,55,37024
2,26,17,55,37024
3,26,17,51,29963
4,26,17,51,29963
5,26,17,61,41064
6,26,17,61,41064
7,26,17,55,18989
1,26,18,77,52215
2,26,18,77,52215
3,26,18,72,42257
4,26,18,72,42257
5,26,18,87,57912
6,26,18,87,57912
7,26,18,77,26780
1,26,19,38,25942
2,26,19,38,25942
3,26,19,36,20995
4,26,19,36,20995
5,26,19,43,28773
6,26,19,43,28773
7,26,19,38,13306
1,26,20,75,50737
2,26,20,75,50737
3,26,20,70,41061
4,26,20,70,41061
5,26,20,84,56273
6,26,20,84,56273
7,26,20,75,26022
1,26,21,77,52004
2,26,21,77,52004
3,26,21,71,42087
4,26,21,71,42087
5,26,21,86,57678
6,26,21,86,57678
7,26,21,77,26672
1,26,22,43,29125
2,26,22,43,29125
3,26,22,40,23571
4,26,22,40,23571
5,26,22,48,32303
6,26,22,48,32303
7,26,22,43,14938
1,26,23,41,27938
2,26,23,41,27938
3,26,23,38,22611
4,26,23,38,22611
5,26,23,46,30987
6,26,23,46,30987
7,26,23,41,14329
1,26,24,43,29125
2,26,24,43,29125
3,26,24,40,23571
4,26,24,40,23571
5,26,24,48,32303
6,26,24,48,32303
7,26,24,43,14938
1,26,25,77,52602
2,26,25,77,52602
3,26,25,72,42570
4,26,25,72,42570
5,26,25,87,58341
6,26,25,87,58341
7,26,25,77,26979
1,26,26,0,0
2,26,26,0,0
3,26,26,0,0
4,26,26,0,0
5,26,26,0,0
6,26,26,0,0
7,26,26,0,0
1,26,27,59,40255
2,26,27,59,40255
3,26,27,55,32578
4,26,27,55,32578
5,26,27,67,44648
6,26,27,67,44648
7,26,27,59,20647
1,26,28,24,16120
2,26,28,24,16120
3,26,28,22,13046
4,26,28,22,13046
5,26,28,27,17879
6,26,28,27,17879
7,26,28,24,8268
1,26,29,124,84284
2,26,29,124,84284
3,26,29,116,68211
4,26,29,116,68211
5,26,29,140,93481
6,26,29,140,93481
7,26,29,124,43229
1,26,30,49,33469
2,26,30,49,33469
3,26,30,46,27086
4,26,30,46,27086
5,26,30,55,37121
6,26,30,55,37121
7,26,30,49,17166
1,26,31,59,39833
2,26,31,59,39833
3,26,31,55,32237
4,26,31,55,32237
5,26,31,66,44180
6,26,31,66,44180
7,26,31,59,20430
1,26,32,22,14842
2,26,32,22,14842
3,26,32,20,12012
4,26,32,20,12012
5,26,32,25,16462
6,26,32,25,16462
7,26,32,22,7612
1,26,33,93,62942
2,26,33,93,62942
3,26,33,86,50939
4,26,33,86,50939
5,26,33,104,69810
6,26,33,104,69810
7,26,33,93,32283
1,26,34,160,108417
2,26,34,160,108417
3,26,34,149,87742
4,26,34,149,87742
5,26,34,180,120247
6,26,34,180,120247
7,26,34,160,55606
1,26,35,198,134567
2,26,35,198,134567
3,26,35,185,108905
4,26,35,185,108905
5,26,35,223,149251
6,26,35,223,149251
7,26,35,198,69018
1,26,36,157,106428
2,26,36,157,106428
3,26,36,146,86132
4,26,36,146,86132
5,26,36,176,118042
6,26,36,176,118042
7,26,36,157,54586
1,26,37,216,146629
2,26,37,216,146629
3,26,37,201,118667
4,26,37,201,118667
5,26,37,243,162629
6,26,37,243,162629
7,26,37,216,75205
1,26,38,210,142707
2,26,38,210,142707
3,26,38,196,115493
4,26,38,196,115493
5,26,38,237,158279
6,26,38,237,158279
7,26,38,210,73193
1,26,39,158,107382
2,26,39,158,107382
3,26,39,147,86904
4,26,39,147,86904
5,26,39,178,119100
6,26,39,178,119100
7,26,39,158,55076
1,27,1,37,25258
2,27,1,37,25258
3,27,1,35,20441
4,27,1,35,20441
5,27,1,42,28014
6,27,1,42,28014
7,27,1,37,12955
1,27,2,103,70210
2,27,2,103,70210
3,27,2,96,56821
4,27,2,96,56821
5,27,2,116,77871
6,27,2,116,77871
7,27,2,103,36010
1,27,3,52,35109
2,27,3,52,35109
3,27,3,48,28414
4,27,3,48,28414
5,27,3,58,38940
6,27,3,58,38940
7,27,3,52,18007
1,27,4,166,112967
2,27,4,166,112967
3,27,4,155,91424
4,27,4,155,91424
5,27,4,187,125294
6,27,4,187,125294
7,27,4,166,57940
1,27,5,99,67179
2,27,5,99,67179
3,27,5,92,54368
4,27,5,92,54368
5,27,5,111,74510
6,27,5,111,74510
7,27,5,99,34456
1,27,6,56,38091
2,27,6,56,38091
3,27,6,52,30827
4,27,6,52,30827
5,27,6,63,42247
6,27,6,63,42247
7,27,6,56,19536
1,27,7,54,36624
2,27,7,54,36624
3,27,7,50,29640
4,27,7,50,29640
5,27,7,61,40620
6,27,7,61,40620
7,27,7,54,18784
1,27,8,35,24085
2,27,8,35,24085
3,27,8,33,19492
4,27,8,33,19492
5,27,8,40,26714
6,27,8,40,26714
7,27,8,35,12353
1,27,9,22,14596
2,27,9,22,14596
3,27,9,20,11812
4,27,9,20,11812
5,27,9,24,16189
6,27,9,24,16189
7,27,9,22,7486
1,27,10,149,100941
2,27,10,149,100941
3,27,10,138,81691
4,27,10,138,81691
5,27,10,167,111955
6,27,10,167,111955
7,27,10,149,51772
1,27,11,142,96619
2,27,11,142,96619
3,27,11,133,78193
4,27,11,133,78193
5,27,11,160,107161
6,27,11,160,107161
7,27,11,142,49555
1,27,12,96,64932
2,27,12,96,64932
3,27,12,89,52549
4,27,12,89,52549
5,27,12,108,72017
6,27,12,108,72017
7,27,12,96,33303
1,27,13,91,61704
2,27,13,91,61704
3,27,13,85,49937
4,27,13,85,49937
5,27,13,102,68437
6,27,13,102,68437
7,27,13,91,31647
1,27,14,56,38214
2,27,14,56,38214
3,27,14,52,30926
4,27,14,52,30926
5,27,14,63,42384
6,27,14,63,42384
7,27,14,56,19600
1,27,15,60,40817
2,27,15,60,40817
3,27,15,56,33033
4,27,15,56,33033
5,27,15,68,45271
6,27,15,68,45271
7,27,15,60,20935
1,27,16,54,36603
2,27,16,54,36603
3,27,16,50,29623
4,27,16,50,29623
5,27,16,61,40598
6,27,16,61,40598
7,27,16,54,18774
1,27,17,9,5792
2,27,17,9,5792
3,27,17,8,4687
4,27,17,8,4687
5,27,17,10,6424
6,27,17,10,6424
7,27,17,9,2971
1,27,18,91,61539
2,27,18,91,61539
3,27,18,84,49803
4,27,18,84,49803
5,27,18,102,68254
6,27,18,102,68254
7,27,18,91,31563
1,27,19,51,34577
2,27,19,51,34577
3,27,19,47,27983
4,27,19,47,27983
5,27,19,57,38350
6,27,19,57,38350
7,27,19,51,17734
1,27,20,128,86813
2,27,20,128,86813
3,27,20,119,70258
4,27,20,119,70258
5,27,20,144,96286
6,27,20,144,96286
7,27,20,128,44526
1,27,21,130,88080
2,27,21,130,88080
3,27,21,121,71283
4,27,21,121,71283
5,27,21,146,97691
6,27,21,146,97691
7,27,21,130,45175
1,27,22,24,16404
2,27,22,24,16404
3,27,22,23,13275
4,27,22,23,13275
5,27,22,27,18194
6,27,22,27,18194
7,27,22,24,8413
1,27,23,22,15217
2,27,23,22,15217
3,27,23,21,12315
4,27,23,21,12315
5,27,23,25,16877
6,27,23,25,16877
7,27,23,22,7805
1,27,24,24,16404
2,27,24,24,16404
3,27,24,23,13275
4,27,24,23,13275
5,27,24,27,18194
6,27,24,27,18194
7,27,24,24,8413
1,27,25,131,88678
2,27,25,131,88678
3,27,25,122,71767
4,27,25,122,71767
5,27,25,147,98354
6,27,25,147,98354
7,27,25,131,45482
1,27,26,59,40255
2,27,26,59,40255
3,27,26,55,32578
4,27,26,55,32578
5,27,26,67,44648
6,27,26,67,44648
7,27,26,59,20647
1,27,27,0,0
2,27,27,0,0
3,27,27,0,0
4,27,27,0,0
5,27,27,0,0
6,27,27,0,0
7,27,27,0,0
1,27,28,77,52196
2,27,28,77,52196
3,27,28,72,42242
4,27,28,72,42242
5,27,28,87,57892
6,27,28,87,57892
7,27,28,77,26771
1,27,29,177,120360
2,27,29,177,120360
3,27,29,165,97407
4,27,29,165,97407
5,27,29,199,133494
6,27,29,199,133494
7,27,29,177,61732
1,27,30,102,69545
2,27,30,102,69545
3,27,30,95,56283
4,27,30,95,56283
5,27,30,115,77134
6,27,30,115,77134
7,27,30,102,35669
1,27,31,112,75909
2,27,31,112,75909
3,27,31,104,61433
4,27,31,104,61433
5,27,31,126,84192
6,27,31,126,84192
7,27,31,112,38933
1,27,32,40,27298
2,27,32,40,27298
3,27,32,37,22092
4,27,32,37,22092
5,27,32,45,30277
6,27,32,45,30277
7,27,32,40,14001
1,27,33,146,99018
2,27,33,146,99018
3,27,33,136,80135
4,27,33,136,80135
5,27,33,164,109823
6,27,33,164,109823
7,27,33,146,50786
1,27,34,213,144493
2,27,34,213,144493
3,27,34,198,116938
4,27,34,198,116938
5,27,34,239,160260
6,27,34,239,160260
7,27,34,213,74109
1,27,35,251,170643
2,27,35,251,170643
3,27,35,234,138101
4,27,35,234,138101
5,27,35,283,189263
6,27,35,283,189263
7,27,35,251,87521
1,27,36,210,142505
2,27,36,210,142505
3,27,36,195,115329
4,27,36,195,115329
5,27,36,236,158054
6,27,36,236,158054
7,27,36,210,73089
1,27,37,269,182706
2,27,37,269,182706
3,27,37,251,147863
4,27,37,251,147863
5,27,37,303,202642
6,27,37,303,202642
7,27,37,269,93708
1,27,38,263,178783
2,27,38,263,178783
3,27,38,245,144689
4,27,38,245,144689
5,27,38,296,198291
6,27,38,296,198291
7,27,38,263,91696
1,27,39,211,143459
2,27,39,211,143459
3,27,39,197,116101
4,27,39,197,116101
5,27,39,238,159112
6,27,39,238,159112
7,27,39,211,73579
1,28,1,44,30017
2,28,1,44,30017
3,28,1,41,24293
4,28,1,41,24293
5,28,1,50,33292
6,28,1,50,33292
7,28,1,44,15395
1,28,2,31,21154
2,28,2,31,21154
3,28,2,29,17120
4,28,2,29,17120
5,28,2,35,23462
6,28,2,35,23462
7,28,2,31,10850
1,28,3,29,19531
2,28,3,29,19531
3,28,3,27,15806
4,28,3,27,15806
5,28,3,32,21662
6,28,3,32,21662
7,28,3,29,10017
1,28,4,93,63362
2,28,4,93,63362
3,28,4,87,51279
4,28,4,87,51279
5,28,4,105,70276
6,28,4,105,70276
7,28,4,93,32498
1,28,5,23,15308
2,28,5,23,15308
3,28,5,21,12388
4,28,5,21,12388
5,28,5,25,16978
6,28,5,25,16978
7,28,5,23,7851
1,28,6,28,18783
2,28,6,28,18783
3,28,6,26,15201
4,28,6,26,15201
5,28,6,31,20832
6,28,6,31,20832
7,28,6,28,9633
1,28,7,24,16343
2,28,7,24,16343
3,28,7,22,13226
4,28,7,22,13226
5,28,7,27,18126
6,28,7,27,18126
7,28,7,24,8382
1,28,8,47,32044
2,28,8,47,32044
3,28,8,44,25933
4,28,8,44,25933
5,28,8,53,35541
6,28,8,53,35541
7,28,8,47,16435
1,28,9,92,62563
2,28,9,92,62563
3,28,9,86,50632
4,28,9,86,50632
5,28,9,104,69390
6,28,9,104,69390
7,28,9,92,32088
1,28,10,76,51336
2,28,10,76,51336
3,28,10,70,41546
4,28,10,70,41546
5,28,10,85,56938
6,28,10,85,56938
7,28,10,76,26330
1,28,11,69,47013
2,28,11,69,47013
3,28,11,64,38048
4,28,11,64,38048
5,28,11,78,52144
6,28,11,78,52144
7,28,11,69,24113
1,28,12,23,15875
2,28,12,23,15875
3,28,12,22,12848
4,28,12,22,12848
5,28,12,26,17608
6,28,12,26,17608
7,28,12,23,8142
1,28,13,19,12648
2,28,13,19,12648
3,28,13,17,10236
4,28,13,17,10236
5,28,13,21,14028
6,28,13,21,14028
7,28,13,19,6487
1,28,14,21,14549
2,28,14,21,14549
3,28,14,20,11774
4,28,14,20,11774
5,28,14,24,16136
6,28,14,24,16136
7,28,14,21,7462
1,28,15,39,26459
2,28,15,39,26459
3,28,15,36,21413
4,28,15,36,21413
5,28,15,44,29346
6,28,15,44,29346
7,28,15,39,13570
1,28,16,25,17295
2,28,16,25,17295
3,28,16,24,13997
4,28,16,24,13997
5,28,16,29,19183
6,28,16,29,19183
7,28,16,25,8871
1,28,17,72,48965
2,28,17,72,48965
3,28,17,67,39627
4,28,17,67,39627
5,28,17,81,54308
6,28,17,81,54308
7,28,17,72,25114
1,28,18,96,64883
2,28,18,96,64883
3,28,18,89,52510
4,28,18,89,52510
5,28,18,108,71963
6,28,18,108,71963
7,28,18,96,33278
1,28,19,57,38573
2,28,19,57,38573
3,28,19,53,31217
4,28,19,53,31217
5,28,19,64,42782
6,28,19,64,42782
7,28,19,57,19784
1,28,20,55,37208
2,28,20,55,37208
3,28,20,51,30112
4,28,20,51,30112
5,28,20,62,41268
6,28,20,62,41268
7,28,20,55,19084
1,28,21,57,38475
2,28,21,57,38475
3,28,21,53,31138
4,28,21,53,31138
5,28,21,64,42673
6,28,21,64,42673
7,28,21,57,19733
1,28,22,61,41066
2,28,22,61,41066
3,28,22,56,33235
4,28,22,56,33235
5,28,22,68,45548
6,28,22,68,45548
7,28,22,61,21063
1,28,23,59,39880
2,28,23,59,39880
3,28,23,55,32274
4,28,23,55,32274
5,28,23,66,44231
6,28,23,66,44231
7,28,23,59,20454
1,28,24,61,41066
2,28,24,61,41066
3,28,24,56,33235
4,28,24,56,33235
5,28,24,68,45548
6,28,24,68,45548
7,28,24,61,21063
1,28,25,58,39073
2,28,25,58,39073
3,28,25,54,31622
4,28,25,54,31622
5,28,25,65,43336
6,28,25,65,43336
7,28,25,58,20040
1,28,26,24,16120
2,28,26,24,16120
3,28,26,22,13046
4,28,26,22,13046
5,28,26,27,17879
6,28,26,27,17879
7,28,26,24,8268
1,28,27,77,52196
2,28,27,77,52196
3,28,27,72,42242
4,28,27,72,42242
5,28,27,87,57892
6,28,27,87,57892
7,28,27,77,26771
1,28,28,0,0
2,28,28,0,0
3,28,28,0,0
4,28,28,0,0
5,28,28,0,0
6,28,28,0,0
7,28,28,0,0
1,28,29,104,70756
2,28,29,104,70756
3,28,29,97,57262
4,28,29,97,57262
5,28,29,117,78476
6,28,29,117,78476
7,28,29,104,36290
1,28,30,30,20489
2,28,30,30,20489
3,28,30,28,16581
4,28,30,28,16581
5,28,30,34,22725
6,28,30,34,22725
7,28,30,30,10509
1,28,31,39,26304
2,28,31,39,26304
3,28,31,36,21288
4,28,31,36,21288
5,28,31,44,29175
6,28,31,44,29175
7,28,31,39,13491
1,28,32,39,26783
2,28,32,39,26783
3,28,32,37,21676
4,28,32,37,21676
5,28,32,44,29706
6,28,32,44,29706
7,28,32,39,13737
1,28,33,73,49413
2,28,33,73,49413
3,28,33,68,39990
4,28,33,68,39990
5,28,33,82,54805
6,28,33,82,54805
7,28,33,73,25344
1,28,34,140,94888
2,28,34,140,94888
3,28,34,130,76793
4,28,34,130,76793
5,28,34,157,105242
6,28,34,157,105242
7,28,34,140,48667
1,28,35,178,121038
2,28,35,178,121038
3,28,35,166,97956
4,28,35,166,97956
5,28,35,201,134245
6,28,35,201,134245
7,28,35,178,62079
1,28,36,137,92900
2,28,36,137,92900
3,28,36,127,75183
4,28,36,127,75183
5,28,36,154,103036
6,28,36,154,103036
7,28,36,137,47647
1,28,37,196,133100
2,28,37,196,133100
3,28,37,183,107718
4,28,37,183,107718
5,28,37,221,147624
6,28,37,221,147624
7,28,37,196,68266
1,28,38,190,129178
2,28,38,190,129178
3,28,38,177,104544
4,28,38,177,104544
5,28,38,214,143274
6,28,38,214,143274
7,28,38,190,66254
1,28,39,138,93854
2,28,39,138,93854
3,28,39,129,75955
4,28,39,129,75955
5,28,39,156,104095
6,28,39,156,104095
7,28,39,138,48137
1,29,1,145,98181
2,29,1,145,98181
3,29,1,135,79458
4,29,1,135,79458
5,29,1,163,108894
6,29,1,163,108894
7,29,1,145,50356
1,29,2,92,62600
2,29,2,92,62600
3,29,2,86,50662
4,29,2,86,50662
5,29,2,104,69431
6,29,2,104,69431
7,29,2,92,32107
1,29,3,129,87695
2,29,3,129,87695
3,29,3,120,70971
4,29,3,120,70971
5,29,3,145,97264
6,29,3,145,97264
7,29,3,129,44978
1,29,4,70,47332
2,29,4,70,47332
3,29,4,65,38305
4,29,4,65,38305
5,29,4,78,52496
6,29,4,78,52496
7,29,4,70,24276
1,29,5,123,83210
2,29,5,123,83210
3,29,5,114,67342
4,29,5,114,67342
5,29,5,138,92290
6,29,5,138,92290
7,29,5,123,42678
1,29,6,128,86903
2,29,6,128,86903
3,29,6,119,70330
4,29,6,119,70330
5,29,6,144,96385
6,29,6,144,96385
7,29,6,128,44572
1,29,7,124,84461
2,29,7,124,84461
3,29,7,116,68354
4,29,7,116,68354
5,29,7,140,93677
6,29,7,140,93677
7,29,7,124,43319
1,29,8,148,100208
2,29,8,148,100208
3,29,8,137,81098
4,29,8,137,81098
5,29,8,166,111143
6,29,8,166,111143
7,29,8,148,51396
1,29,9,193,130727
2,29,9,193,130727
3,29,9,179,105797
4,29,9,179,105797
5,29,9,217,144992
6,29,9,217,144992
7,29,9,193,67049
1,29,10,52,35339
2,29,10,52,35339
3,29,10,48,28600
4,29,10,48,28600
5,29,10,59,39195
6,29,10,59,39195
7,29,10,52,18125
1,29,11,51,34944
2,29,11,51,34944
3,29,11,48,28280
4,29,11,48,28280
5,29,11,58,38757
6,29,11,58,38757
7,29,11,51,17923
1,29,12,99,67476
2,29,12,99,67476
3,29,12,93,54608
4,29,12,93,54608
5,29,12,112,74839
6,29,12,112,74839
7,29,12,99,34608
1,29,13,100,67562
2,29,13,100,67562
3,29,13,93,54677
4,29,13,93,54677
5,29,13,112,74934
6,29,13,112,74934
7,29,13,100,34652
1,29,14,122,82647
2,29,14,122,82647
3,29,14,113,66886
4,29,14,113,66886
5,29,14,137,91665
6,29,14,137,91665
7,29,14,122,42389
1,29,15,139,94623
2,29,15,139,94623
3,29,15,130,76578
4,29,15,130,76578
5,29,15,157,104948
6,29,15,157,104948
7,29,15,139,48531
1,29,16,126,85416
2,29,16,126,85416
3,29,16,117,69127
4,29,16,117,69127
5,29,16,142,94736
6,29,16,142,94736
7,29,16,126,43809
1,29,17,173,117129
2,29,17,173,117129
3,29,17,161,94792
4,29,17,161,94792
5,29,17,194,129910
6,29,17,194,129910
7,29,17,173,60074
1,29,18,194,131467
2,29,18,194,131467
3,29,18,180,106396
4,29,18,180,106396
5,29,18,218,145813
6,29,18,218,145813
7,29,18,194,67428
1,29,19,157,106737
2,29,19,157,106737
3,29,19,146,86382
4,29,19,146,86382
5,29,19,177,118384
6,29,19,177,118384
7,29,19,157,54745
1,29,20,53,35807
2,29,20,53,35807
3,29,20,49,28978
4,29,20,49,28978
5,29,20,59,39714
6,29,20,59,39714
7,29,20,53,18365
1,29,21,52,35526
2,29,21,52,35526
3,29,21,49,28751
4,29,21,49,28751
5,29,21,59,39402
6,29,21,59,39402
7,29,21,52,18221
1,29,22,161,109231
2,29,22,161,109231
3,29,22,150,88400
4,29,22,150,88400
5,29,22,181,121149
6,29,22,181,121149
7,29,22,161,56023
1,29,23,159,108044
2,29,23,159,108044
3,29,23,148,87440
4,29,23,148,87440
5,29,23,179,119833
6,29,23,179,119833
7,29,23,159,55415
1,29,24,161,109231
2,29,24,161,109231
3,29,24,150,88400
4,29,24,150,88400
5,29,24,181,121149
6,29,24,181,121149
7,29,24,161,56023
1,29,25,50,34044
2,29,25,50,34044
3,29,25,47,27552
4,29,25,47,27552
5,29,25,56,37759
6,29,25,56,37759
7,29,25,50,17461
1,29,26,124,84284
2,29,26,124,84284
3,29,26,116,68211
4,29,26,116,68211
5,29,26,140,93481
6,29,26,140,93481
7,29,26,124,43229
1,29,27,177,120360
2,29,27,177,120360
3,29,27,165,97407
4,29,27,165,97407
5,29,27,199,133494
6,29,27,199,133494
7,29,27,177,61732
1,29,28,104,70756
2,29,28,104,70756
3,29,28,97,57262
4,29,28,97,57262
5,29,28,117,78476
6,29,28,117,78476
7,29,28,104,36290
1,29,29,0,0
2,29,29,0,0
3,29,29,0,0
4,29,29,0,0
5,29,29,0,0
6,29,29,0,0
7,29,29,0,0
1,29,30,89,60584
2,29,30,89,60584
3,29,30,83,49030
4,29,30,83,49030
5,29,30,100,67194
6,29,30,100,67194
7,29,30,89,31073
1,29,31,68,46303
2,29,31,68,46303
3,29,31,64,37473
4,29,31,64,37473
5,29,31,77,51356
6,29,31,77,51356
7,29,31,68,23749
1,29,32,140,94948
2,29,32,140,94948
3,29,32,130,76841
4,29,32,130,76841
5,29,32,157,105308
6,29,32,157,105308
7,29,32,140,48698
1,29,33,51,34553
2,29,33,51,34553
3,29,33,47,27963
4,29,33,47,27963
5,29,33,57,38323
6,29,33,57,38323
7,29,33,51,17722
1,29,34,116,78858
2,29,34,116,78858
3,29,34,108,63819
4,29,34,108,63819
5,29,34,131,87462
6,29,34,131,87462
7,29,34,116,40445
1,29,35,155,104989
2,29,35,155,104989
3,29,35,144,84968
4,29,35,144,84968
5,29,35,174,116445
6,29,35,174,116445
7,29,35,155,53848
1,29,36,113,76869
2,29,36,113,76869
3,29,36,105,62210
4,29,36,105,62210
5,29,36,127,85257
6,29,36,127,85257
7,29,36,113,39425
1,29,37,172,117068
2,29,37,172,117068
3,29,37,161,94743
4,29,37,161,94743
5,29,37,194,129842
6,29,37,194,129842
7,29,37,172,60043
1,29,38,167,113146
2,29,38,167,113146
3,29,38,155,91568
4,29,38,155,91568
5,29,38,188,125492
6,29,38,188,125492
7,29,38,167,58031
1,29,39,115,77823
2,29,39,115,77823
3,29,39,107,62982
4,29,39,107,62982
5,29,39,129,86315
6,29,39,129,86315
7,29,39,115,39915
1,30,1,70,47366
2,30,1,70,47366
3,30,1,65,38333
4,30,1,65,38333
5,30,1,79,52534
6,30,1,79,52534
7,30,1,70,24293
1,30,2,3,2090
2,30,2,3,2090
3,30,2,3,1691
4,30,2,3,1691
5,30,2,3,2318
6,30,2,3,2318
7,30,2,3,1072
1,30,3,54,36880
2,30,3,54,36880
3,30,3,51,29846
4,30,3,51,29846
5,30,3,61,40904
6,30,3,61,40904
7,30,3,54,18915
1,30,4,78,53190
2,30,4,78,53190
3,30,4,73,43047
4,30,4,73,43047
5,30,4,88,58994
6,30,4,88,58994
7,30,4,78,27281
1,30,5,50,33799
2,30,5,50,33799
3,30,5,46,27354
4,30,5,46,27354
5,30,5,56,37487
6,30,5,56,37487
7,30,5,50,17335
1,30,6,53,36087
2,30,6,53,36087
3,30,6,50,29205
4,30,6,50,29205
5,30,6,60,40025
6,30,6,60,40025
7,30,6,53,18509
1,30,7,50,33646
2,30,7,50,33646
3,30,7,46,27229
4,30,7,46,27229
5,30,7,56,37317
6,30,7,56,37317
7,30,7,50,17257
1,30,8,73,49393
2,30,8,73,49393
3,30,8,68,39973
4,30,8,68,39973
5,30,8,82,54782
6,30,8,82,54782
7,30,8,73,25333
1,30,9,118,79912
2,30,9,118,79912
